1, 1
2, 1
3, 2
4, 17
5, 2
6, 16
7, 47
8, 21
9, 14
10, 60
11, 55
12, 89
13, 67
14, 222
15, 128
16, 99
17, 311
18, 262
19, 194
20, 301
21, 496
22, 109
23, 470
24, 140
25, 434
26, 318
27, 433
28, 274
29, 402
30, 575
31, 693
32, 936
33, 748
34, 1104
35, 925
36, 805
37, 600
38, 1426
39, 1689
40, 1462
41, 887
42, 1197
43, 1008
44, 1318
45, 1339
46, 1617
47, 4053
48, 2046
49, 2403
50, 2182
51, 1563
52, 1238
53, 3939
54, 2088
55, 2451
56, 2339
57, 6216
58, 4395
59, 4078
60, 3341
61, 4446
62, 2702
63, 2265
64, 3615
65, 3181
66, 5282
67, 3831
68, 6629
69, 4111
70, 5601
71, 3265
72, 2910
73, 7150
74, 3390
75, 5382
76, 7926
77, 4343
78, 5874
79, 3269
80, 7926
81, 4820
82, 6118
83, 6049
84, 7398
85, 6251
86, 4960
87, 6152
88, 5843
89, 6809
90, 8124
91, 7250
92, 10137
93, 7499
94, 6951
95, 7649
96, 7318
97, 11889
98, 9719
99, 13541
100, 9595
101, 6678
102, 9505
103, 10724
104, 8256
105, 10390
106, 10786
107, 8491
108, 14842
109, 16821
110, 15760
111, 14459
112, 23542
113, 13471
114, 12073
115, 21565
116, 11944
117, 14381
118, 17591
119, 19604
120, 25839
121, 18224
122, 29532
123, 15389
124, 16795
125, 16351
126, 8973
127, 27028
128, 22955
129, 14600
130, 20643
131, 22755
132, 24879
133, 24143
134, 17014
135, 25999
136, 15988
137, 19189
138, 16654
139, 15815
140, 25520
141, 17294
142, 26912
143, 14411
144, 30156
145, 23362
146, 28992
147, 24368
148, 24792
149, 25391
150, 42046
151, 23759
152, 23561
153, 23873
154, 29255
155, 28202
156, 33025
157, 34967
158, 25135
159, 27168
160, 24839
161, 37926
162, 35957
163, 30793
164, 35510
165, 55783
166, 24880
167, 36619
168, 48096
169, 37046
170, 41859
171, 45304
172, 38133
173, 28312
174, 31629
175, 37635
176, 45925
177, 27500
178, 32148
179, 27965
180, 50439
181, 54932
182, 35318
183, 28532
184, 38244
185, 47833
186, 52213
187, 28322
188, 44718
189, 47638
190, 53441
191, 37287
192, 39892
193, 41548
194, 49662
195, 43788
196, 45670
197, 57094
198, 36517
199, 71557
200, 45695
201, 58131
202, 38715
203, 70829
204, 53659
205, 50128
206, 46696
207, 55002
208, 55920
209, 53609
210, 54999
211, 51177
212, 58884
213, 69709
214, 51196
215, 68608
216, 58006
217, 57583
218, 56704
219, 89863
220, 69815
221, 64012
222, 72887
223, 62382
224, 67603
225, 57490
226, 79868
227, 108568
228, 71149
229, 71973
230, 78440
231, 66471
232, 60101
233, 66631
234, 88312
235, 77196
236, 64735
237, 95526
238, 44942
239, 99598
240, 70588
241, 66789
242, 71845
243, 65512
244, 59595
245, 95519
246, 106942
247, 113232
248, 55658
249, 53536
250, 82841
251, 68311
252, 67677
253, 83402
254, 82343
255, 80065
256, 77342
257, 89006
258, 78756
259, 85750
260, 60638
261, 125834
262, 104835
263, 121469
264, 89626
265, 122975
266, 75190
267, 80623
268, 103841
269, 130403
270, 105506
271, 117716
272, 66543
273, 114165
274, 123103
275, 96058
276, 104751
277, 115043
278, 129242
279, 101644
280, 118792
281, 140614
282, 116813
283, 100645
284, 133315
285, 96302
286, 158906
287, 115189
288, 88673
289, 142087
290, 131946
291, 147333
292, 89914
293, 88930
294, 99869
295, 151845
296, 107570
297, 144928
298, 142388
299, 112916
300, 199599
301, 127298
302, 181464
303, 123036
304, 182700
305, 135273
306, 128537
307, 225479
308, 129660
309, 279297
310, 138011
311, 116118
312, 136207
313, 113961
314, 96741
315, 137793
316, 110430
317, 116012
318, 124592
319, 241598
320, 130714
321, 174761
322, 226338
323, 139717
324, 205880
325, 154691
326, 147236
327, 165568
328, 136779
329, 154440
330, 185337
331, 164706
332, 223231
333, 188563
334, 171483
335, 159114
336, 249674
337, 158126
338, 154058
339, 166883
340, 156372
341, 165246
342, 198503
343, 216828
344, 196287
345, 160902
346, 157154
347, 134425
348, 137020
349, 152742
350, 147429
351, 144920
352, 160518
353, 154370
354, 183447
355, 317093
356, 146194
357, 185772
358, 207031
359, 151824
360, 158274
361, 138071
362, 199434
363, 237359
364, 233002
365, 181718
366, 172193
367, 163478
368, 216922
369, 160243
370, 220059
371, 363432
372, 189098
373, 222198
374, 290009
375, 178046
376, 143514
377, 249413
378, 298536
379, 332660
380, 205786
381, 283927
382, 209158
383, 301233
384, 163713
385, 238781
386, 278230
387, 200743
388, 280966
389, 216567
390, 167882
391, 300962
392, 220331
393, 168620
394, 265718
395, 207781
396, 252028
397, 237925
398, 269742
399, 312255
400, 317909
401, 258158
402, 215617
403, 247364
404, 174844
405, 211319
406, 273267
407, 294168
408, 346831
