1, 1
2, 3
3, 4
4, 19
5, 10
6, 15
7, 23
8, 16
9, 38
10, 42
11, 26
12, 30
13, 35
14, 46
15, 38
16, 47
17, 29
18, 41
19, 60
20, 77
21, 80
22, 112
23, 68
24, 86
25, 70
26, 78
27, 162
28, 182
29, 136
30, 102
31, 82
32, 139
33, 136
34, 109
35, 121
36, 167
37, 137
38, 153
39, 154
40, 180
41, 251
42, 183
43, 253
44, 183
45, 186
46, 225
47, 155
48, 184
49, 209
50, 143
51, 210
52, 294
53, 176
54, 178
55, 218
56, 186
57, 314
58, 189
59, 379
60, 295
61, 242
62, 286
63, 346
64, 243
65, 397
66, 349
67, 383
68, 276
69, 367
70, 402
71, 308
72, 376
73, 334
74, 233
75, 350
76, 605
77, 415
78, 249
79, 357
80, 594
81, 466
82, 363
83, 411
84, 370
85, 401
86, 276
87, 365
88, 327
89, 416
90, 611
91, 352
92, 469
93, 652
94, 472
95, 565
96, 724
97, 476
98, 627
99, 596
100, 354
101, 356
102, 481
103, 564
104, 637
105, 489
106, 409
107, 638
108, 528
109, 405
110, 944
111, 460
112, 636
113, 687
114, 729
115, 1120
116, 772
117, 571
118, 617
119, 484
120, 685
121, 689
122, 551
123, 756
124, 1001
125, 643
126, 676
127, 587
128, 694
129, 1225
130, 982
131, 549
132, 553
133, 451
134, 941
135, 664
136, 926
137, 741
138, 1011
139, 649
140, 1248
141, 842
142, 849
143, 654
144, 616
145, 825
146, 671
147, 732
148, 687
149, 779
150, 1170
151, 900
152, 950
153, 670
154, 796
155, 1007
156, 974
157, 907
158, 980
159, 961
160, 693
161, 713
162, 893
163, 970
164, 853
165, 776
166, 647
167, 1142
168, 730
169, 776
170, 898
171, 755
172, 754
173, 811
174, 1079
175, 969
176, 1002
177, 1404
178, 866
179, 1053
180, 1163
181, 1054
182, 997
183, 954
184, 1601
185, 1535
186, 1160
187, 1170
188, 808
189, 818
190, 1298
191, 949
192, 1007
193, 889
194, 1328
195, 1467
196, 946
197, 1354
198, 1238
199, 1117
200, 990
201, 972
202, 1226
203, 933
204, 1494
205, 1314
206, 988
207, 1166
208, 1417
209, 1479
210, 1081
211, 1400
212, 1275
213, 1264
214, 2214
215, 915
216, 1267
217, 1122
218, 953
219, 1877
220, 1246
221, 1188
222, 1023
